Category,Santa Cruz
Total_doses_administered,86269
Total_people_one_dose,46009
Total_people_complete,42502
total_pouluation,46009
Male-65 years and older,4388
Male-55-64 years,3041
Male-45-54 years,3154
Male-20-44 years,8468
Male-Less than 20 years,3230
Female-65 years and older,5286
Female-55-64 years,3284
Female-45-54 years,3348
Female-20-44 years,8417
Female-Less than 20 years,3338
"Black or African American, non-Hispanic",48
"American Indian or Alaska Native, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",169
Unknown,2916
Other Race,3128
"White, non-Hispanic",6720
Hispanic or Latino,32980
