Category,Cochise
Total_doses_administered,133170
Total_people_one_dose,71448
Total_people_complete,63752
total_pouluation,71448
Male-65 years and older,10504
Male-55-64 years,5088
Male-45-54 years,3937
Male-20-44 years,10655
Male-Less than 20 years,3364
Female-65 years and older,12501
Female-55-64 years,6169
Female-45-54 years,4447
Female-20-44 years,11174
Female-Less than 20 years,3515
"American Indian or Alaska Native, non-Hispanic",307
"Asian or Pacific Islander, non-Hispanic",1331
"Black or African American, non-Hispanic",1364
Unknown,9657
Other Race,11459
Hispanic or Latino,17782
"White, non-Hispanic",29548
