Category,Apache
Total_doses_administered,38634
Total_people_one_dose,21312
Total_people_complete,16660
total_pouluation,21312
Male-65 years and older,2252
Male-55-64 years,1548
Male-45-54 years,1176
Male-20-44 years,2780
Male-Less than 20 years,2705
Female-65 years and older,2641
Female-55-64 years,1642
Female-45-54 years,1187
Female-20-44 years,2596
Female-Less than 20 years,2777
"Black or African American, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",110
Hispanic or Latino,485
Other Race,1230
Unknown,1516
"White, non-Hispanic",3239
"American Indian or Alaska Native, non-Hispanic",14685
