Category,Mohave
Total_doses_administered,157761
Total_people_one_dose,84220
Total_people_complete,72761
total_pouluation,84220
Male-65 years and older,19463
Male-55-64 years,7805
Male-45-54 years,4031
Male-20-44 years,6961
Male-Less than 20 years,1454
Female-65 years and older,21908
Female-55-64 years,9179
Female-45-54 years,4568
Female-20-44 years,7034
Female-Less than 20 years,1644
"Black or African American, non-Hispanic",522
"American Indian or Alaska Native, non-Hispanic",635
"Asian or Pacific Islander, non-Hispanic",1194
Hispanic or Latino,6479
Unknown,13332
Other Race,14984
"White, non-Hispanic",47074
