Category,Santa Cruz
Total_doses_administered,73337
Total_people_one_dose,40758
Total_people_complete,36722
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3664
Male-55-64 years,2683
Male-45-54 years,3139
Male-20-44 years,8056
Male-Less than 20 years,2774
Female-65 years and older,4441
Female-55-64 years,2715
Female-45-54 years,2979
Female-20-44 years,7444
Female-Less than 20 years,2793
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",100
Other Race,2074
Unknown,2385
"White, non-Hispanic",4929
Hispanic or Latino,31216
