Category,Maricopa
Total_doses_administered,3270232
Total_people_one_dose,1853772
Total_people_complete,1613198
Total_doses_ordered,1689183
total_pouluation,4367835
Male-65 years and older,188176
Male-55-64 years,132818
Male-45-54 years,134269
Male-20-44 years,317790
Male-Less than 20 years,89571
Female-65 years and older,243130
Female-55-64 years,152722
Female-45-54 years,148003
Female-20-44 years,343571
Female-Less than 20 years,91836
"American Indian or Alaska Native, non-Hispanic",39975
"Black or African American, non-Hispanic",72708
"Asian or Pacific Islander, non-Hispanic",84539
Unknown,182795
Other Race,283114
Hispanic or Latino,345956
"White, non-Hispanic",844685
