Category,Navajo
Total_doses_administered,80499
Total_people_one_dose,45164
Total_people_complete,38322
Total_doses_ordered,44400
total_pouluation,112825
Male-65 years and older,7132
Male-55-64 years,3708
Male-45-54 years,2658
Male-20-44 years,5605
Male-Less than 20 years,3215
Female-65 years and older,7834
Female-55-64 years,3966
Female-45-54 years,2646
Female-20-44 years,5017
Female-Less than 20 years,3347
"Black or African American, non-Hispanic",231
"Asian or Pacific Islander, non-Hispanic",429
Unknown,2339
Hispanic or Latino,2358
Other Race,8528
"White, non-Hispanic",15260
"American Indian or Alaska Native, non-Hispanic",16019
