Category,Yavapai
Total_doses_administered,197690
Total_people_one_dose,112850
Total_people_complete,94956
Total_doses_ordered,174926
total_pouluation,232386
Male-65 years and older,24449
Male-55-64 years,8768
Male-45-54 years,5187
Male-20-44 years,10255
Male-Less than 20 years,2235
Female-65 years and older,30507
Female-55-64 years,11190
Female-45-54 years,6048
Female-20-44 years,10413
Female-Less than 20 years,2484
"Black or African American, non-Hispanic",632
"American Indian or Alaska Native, non-Hispanic",1162
"Asian or Pacific Islander, non-Hispanic",1480
Hispanic or Latino,7308
Other Race,17355
Unknown,27736
"White, non-Hispanic",57177
