Category,Cochise
Total_doses_administered,126111
Total_people_one_dose,70478
Total_people_complete,62177
Total_doses_ordered,94080
total_pouluation,130808
Male-65 years and older,10940
Male-55-64 years,5292
Male-45-54 years,3917
Male-20-44 years,10278
Male-Less than 20 years,2935
Female-65 years and older,12945
Female-55-64 years,6378
Female-45-54 years,4477
Female-20-44 years,10252
Female-Less than 20 years,2972
"American Indian or Alaska Native, non-Hispanic",336
"Asian or Pacific Islander, non-Hispanic",1337
"Black or African American, non-Hispanic",1343
Unknown,9461
Other Race,10689
Hispanic or Latino,17204
"White, non-Hispanic",30108
