Category,Pinal
Total_doses_administered,287078
Total_people_one_dose,162098
Total_people_complete,143953
Total_doses_ordered,196665
total_pouluation,455210
Male-65 years and older,29026
Male-55-64 years,12839
Male-45-54 years,11372
Male-20-44 years,24526
Male-Less than 20 years,3801
Female-65 years and older,33339
Female-55-64 years,13883
Female-45-54 years,10289
Female-20-44 years,18376
Female-Less than 20 years,4057
"Asian or Pacific Islander, non-Hispanic",0.0183962787943096
"Black or African American, non-Hispanic",0.026348258460931
"American Indian or Alaska Native, non-Hispanic",0.0470641217041543
Other Race,0.1083788819109428
Hispanic or Latino,0.1504521955853866
Unknown,0.2030314994632876
"White, non-Hispanic",0.4463287640809881
