Category,Cochise
Total_doses_administered,111261
Total_people_one_dose,61931
Total_people_complete,54815
Total_doses_ordered,86930
total_pouluation,130808
Male-65 years and older,10349
Male-55-64 years,4970
Male-45-54 years,3458
Male-20-44 years,8336
Male-Less than 20 years,1915
Female-65 years and older,12286
Female-55-64 years,5966
Female-45-54 years,4067
Female-20-44 years,8495
Female-Less than 20 years,2000
"American Indian or Alaska Native, non-Hispanic",0.0049086887019425
"Black or African American, non-Hispanic",0.0185690526553745
"Asian or Pacific Islander, non-Hispanic",0.0199254008493323
Unknown,0.132453859940902
Other Race,0.1583213576399542
Hispanic or Latino,0.2198737304419435
"White, non-Hispanic",0.4459479097705511
