Category,Arizona
Total_doses_administered,10018046
Total_people_complete,3981222
total_pouluation,7189020
Total_people_one_dose,4755065
Male-65 years and older,577865
Male-55-64 years,335698
Male-45-54 years,303073
Male-20-44 years,755535
Male-Less than 20 years,278555
Female-65 years and older,702107
Female-55-64 years,381523
Female-45-54 years,326038
Female-20-44 years,789723
Female-Less than 20 years,285049
"Black or African American, non-Hispanic",144599
"Asian or Pacific Islander, non-Hispanic",182047
"American Indian or Alaska Native, non-Hispanic",205727
Unknown,431982
Other Race,677097
Hispanic or Latino,894174
"White, non-Hispanic",2219439
