Category,Navajo
Total_doses_administered,103270
Total_people_one_dose,50287
Total_people_complete,41074
total_pouluation,50287
Male-65 years and older,7461
Male-55-64 years,3632
Male-45-54 years,2771
Male-20-44 years,5971
Male-Less than 20 years,4556
Female-65 years and older,8386
Female-55-64 years,4156
Female-45-54 years,2770
Female-20-44 years,5871
Female-Less than 20 years,4675
"Black or African American, non-Hispanic",208
"Asian or Pacific Islander, non-Hispanic",372
Unknown,2420
Hispanic or Latino,2583
Other Race,6390
"White, non-Hispanic",16283
"American Indian or Alaska Native, non-Hispanic",22031
