Category,Gila
Total_doses_administered,57796
Total_people_one_dose,26606
Total_people_complete,23182
total_pouluation,26606
Male-65 years and older,5905
Male-55-64 years,2246
Male-45-54 years,1278
Male-20-44 years,2475
Male-Less than 20 years,796
Female-65 years and older,6297
Female-55-64 years,2638
Female-45-54 years,1405
Female-20-44 years,2642
Female-Less than 20 years,866
"Black or African American, non-Hispanic",96
"Asian or Pacific Islander, non-Hispanic",209
Hispanic or Latino,1490
"American Indian or Alaska Native, non-Hispanic",2781
Other Race,4242
Unknown,4595
"White, non-Hispanic",13193
