Category,La Paz
Total_doses_administered,18638
Total_people_one_dose,9172
Total_people_complete,7590
total_pouluation,9172
Male-65 years and older,2487
Male-55-64 years,641
Male-45-54 years,333
Male-20-44 years,690
Male-Less than 20 years,386
Female-65 years and older,2486
Female-55-64 years,753
Female-45-54 years,384
Female-20-44 years,612
Female-Less than 20 years,381
"Black or African American, non-Hispanic",42
"Asian or Pacific Islander, non-Hispanic",90
"American Indian or Alaska Native, non-Hispanic",548
Other Race,1202
Hispanic or Latino,1365
Unknown,1900
"White, non-Hispanic",4025
