Category,Arizona
Total_doses_administered,6717012
Total_people_complete,3303351
Total_doses_ordered,5222530
total_pouluation,7189020
Total_people_one_dose,3682497
Male-65 years and older,504099
Male-55-64 years,284653
Male-45-54 years,240749
Male-20-44 years,555861
Male-Less than 20 years,128281
Female-65 years and older,622467
Female-55-64 years,330477
Female-45-54 years,266630
Female-20-44 years,591544
Female-Less than 20 years,138464
"Black or African American, non-Hispanic",97028
"American Indian or Alaska Native, non-Hispanic",99161
"Asian or Pacific Islander, non-Hispanic",142556
Unknown,399652
Hispanic or Latino,579938
Other Race,633962
"White, non-Hispanic",1730200
