Category,Coconino
Total_doses_administered,129100
Total_people_one_dose,70728
Total_people_complete,62884
Total_doses_ordered,95562
total_pouluation,147275
Male-65 years and older,7039
Male-55-64 years,5360
Male-45-54 years,4680
Male-20-44 years,13789
Male-Less than 20 years,1724
Female-65 years and older,8122
Female-55-64 years,6155
Female-45-54 years,4982
Female-20-44 years,16323
Female-Less than 20 years,2497
"Black or African American, non-Hispanic",0.0063765411152585
"Asian or Pacific Islander, non-Hispanic",0.0133469064585454
Hispanic or Latino,0.0586189345096709
Other Race,0.1095322927270671
"American Indian or Alaska Native, non-Hispanic",0.1935018663047167
Unknown,0.2406401990725031
"White, non-Hispanic",0.3779832598122385
