Category,La Paz
Total_doses_administered,15995
Total_people_one_dose,8343
Total_people_complete,7324
total_pouluation,8343
Male-65 years and older,2293
Male-55-64 years,588
Male-45-54 years,311
Male-20-44 years,635
Male-Less than 20 years,276
Female-65 years and older,2333
Female-55-64 years,695
Female-45-54 years,357
Female-20-44 years,562
Female-Less than 20 years,276
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",86
"American Indian or Alaska Native, non-Hispanic",424
Other Race,1106
Hispanic or Latino,1228
Unknown,1716
"White, non-Hispanic",3747
