Category,Santa Cruz
Total_doses_administered,94653
Total_people_one_dose,49322
Total_people_complete,43088
total_pouluation,49322
Male-65 years and older,4479
Male-55-64 years,3104
Male-45-54 years,3244
Male-20-44 years,8671
Male-Less than 20 years,4185
Female-65 years and older,5392
Female-55-64 years,3353
Female-45-54 years,3482
Female-20-44 years,8764
Female-Less than 20 years,4582
"Black or African American, non-Hispanic",51
"American Indian or Alaska Native, non-Hispanic",53
"Asian or Pacific Islander, non-Hispanic",180
Unknown,2800
Other Race,3362
"White, non-Hispanic",7138
Hispanic or Latino,35738
