Category,Greenlee
Total_doses_administered,8240
Total_people_one_dose,4655
Total_people_complete,4155
Total_doses_ordered,9800
total_pouluation,10375
Male-65 years and older,536
Male-55-64 years,582
Male-45-54 years,480
Male-20-44 years,975
Male-Less than 20 years,44
Female-65 years and older,515
Female-55-64 years,401
Female-45-54 years,360
Female-20-44 years,717
Female-Less than 20 years,43
"Black or African American, non-Hispanic",0.0092373791621912
"Asian or Pacific Islander, non-Hispanic",0.0103114930182599
"American Indian or Alaska Native, non-Hispanic",0.0178302900107411
Other Race,0.0270676691729323
Unknown,0.0781954887218045
"White, non-Hispanic",0.4146079484425349
Hispanic or Latino,0.442749731471536
