Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6825677,23412,145831,115524,20237,8356,50379,17274,2839052,148591,62128,297013,901109,66001,183619,200330
Total_people_complete,3346746,11288,72445,57486,10151,4205,25015,8514,1416864,71162,30564,151308,453604,33320,88763,97309
Total_doses_ordered,5232260,16600,96258,87630,18830,9770,36570,18600,1541187,125800,40790,197055,609388,48042,165360,140268
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3748934,13177,79708,64784,11133,4734,28010,9463,1613362,85028,35047,168741,505628,36387,104776,112935
Male-65 years and older,507737,1705,7549,10507,1617,544,5782,3099,175638,20996,6192,29401,71708,3546,23533,15662
Male-55-64 years,288280,911,5894,5055,954,591,2567,678,121138,8052,2818,13232,35593,2559,8222,8525
Male-45-54 years,245533,595,5237,3604,812,485,1547,309,117098,4011,1937,11917,30199,2911,4648,7403
Male-20-44 years,568695,1107,15729,9122,1906,998,2987,490,264178,6560,3921,26385,72364,7062,8928,20850
Male-Less than 20 years,136948,2169,2739,2233,242,47,592,125,65387,961,2510,4490,17330,2100,1732,3872
Female-65 years and older,626751,1742,8638,12444,2034,523,6137,2997,228343,23410,6647,33745,94610,4290,29355,17735
Female-55-64 years,333687,1024,6612,6078,1088,406,2868,834,140603,9444,3123,14204,44314,2598,10578,9033
Female-45-54 years,271228,645,5450,4192,728,365,1662,339,131211,4261,1984,10730,35951,2758,5441,7641
Female-20-44 years,604080,1024,18259,9127,1458,729,3107,443,289217,6057,3256,19391,83910,6385,9102,17707
Female-Less than 20 years,146687,2246,3525,2331,283,44,701,135,68809,1124,2627,4655,18722,2111,1927,4183
"Black or African American, non-Hispanic",99964,244,561,1201,66,45,92,27,60909,572,196,4628,9582,29,507,618
"American Indian or Alaska Native, non-Hispanic",101589,6322,16495,308,922,84,5421,177,34596,849,9579,8085,10421,16,1036,1468
"Asian or Pacific Islander, non-Hispanic",144228,150,1184,1260,60,48,253,70,77613,1221,359,3097,12892,94,1356,681
Unknown,407298,959,16664,8623,3640,381,5271,2581,158751,14521,1877,34435,82861,2285,26733,32687
Hispanic or Latino,601873,1564,5374,15278,1816,2091,1232,970,279120,5655,1999,25860,115096,27314,6226,46848
Other Race,640494,961,9246,9962,873,127,4704,1071,249341,15415,7599,17974,63908,1971,16120,10075
"White, non-Hispanic",1753488,2977,30184,28152,3756,1958,11037,4567,753032,46795,13438,74662,210868,4678,52798,20558
