Category,Maricopa
Total_doses_administered,2839052
Total_people_one_dose,1613362
Total_people_complete,1416864
Total_doses_ordered,1541187
total_pouluation,4367835
Male-65 years and older,175638
Male-55-64 years,121138
Male-45-54 years,117098
Male-20-44 years,264178
Male-Less than 20 years,65387
Female-65 years and older,228343
Female-55-64 years,140603
Female-45-54 years,131211
Female-20-44 years,289217
Female-Less than 20 years,68809
"American Indian or Alaska Native, non-Hispanic",34596
"Black or African American, non-Hispanic",60909
"Asian or Pacific Islander, non-Hispanic",77613
Unknown,158751
Other Race,249341
Hispanic or Latino,279120
"White, non-Hispanic",753032
