Category,La Paz
Total_doses_administered,17274
Total_people_one_dose,9463
Total_people_complete,8514
Total_doses_ordered,18600
total_pouluation,22085
Male-65 years and older,3099
Male-55-64 years,678
Male-45-54 years,309
Male-20-44 years,490
Male-Less than 20 years,125
Female-65 years and older,2997
Female-55-64 years,834
Female-45-54 years,339
Female-20-44 years,443
Female-Less than 20 years,135
"Black or African American, non-Hispanic",27
"Asian or Pacific Islander, non-Hispanic",70
"American Indian or Alaska Native, non-Hispanic",177
Hispanic or Latino,970
Other Race,1071
Unknown,2581
"White, non-Hispanic",4567
