Category,Arizona
Total_doses_administered,7252541
Total_people_complete,3501119
Total_doses_ordered,5297970
total_pouluation,7189020
Total_people_one_dose,3989615
Male-65 years and older,520652
Male-55-64 years,300353
Male-45-54 years,262131
Male-20-44 years,621189
Male-Less than 20 years,163389
Female-65 years and older,641894
Female-55-64 years,345580
Female-45-54 years,287167
Female-20-44 years,655973
Female-Less than 20 years,171802
"Black or African American, non-Hispanic",109045
"American Indian or Alaska Native, non-Hispanic",117910
"Asian or Pacific Islander, non-Hispanic",149810
Unknown,429508
Other Race,672243
Hispanic or Latino,674396
"White, non-Hispanic",1836703
