Category,Maricopa
Total_doses_administered,3078306
Total_people_one_dose,1761564
Total_people_complete,1512669
Total_doses_ordered,1616078
total_pouluation,4367835
Male-65 years and older,182371
Male-55-64 years,128296
Male-45-54 years,127708
Male-20-44 years,297155
Male-Less than 20 years,82048
Female-65 years and older,236162
Female-55-64 years,147760
Female-45-54 years,141558
Female-20-44 years,322283
Female-Less than 20 years,84413
"American Indian or Alaska Native, non-Hispanic",37106
"Black or African American, non-Hispanic",68063
"Asian or Pacific Islander, non-Hispanic",81921
Unknown,173197
Other Race,270308
Hispanic or Latino,322755
"White, non-Hispanic",808214
