Category,Yuma
Total_doses_administered,249632
Total_people_one_dose,135038
Total_people_complete,117263
total_pouluation,135038
Male-65 years and older,14619
Male-55-64 years,9530
Male-45-54 years,8510
Male-20-44 years,25035
Male-Less than 20 years,7818
Female-65 years and older,17149
Female-55-64 years,10234
Female-45-54 years,9426
Female-20-44 years,23920
Female-Less than 20 years,8348
"Black or African American, non-Hispanic",675
"American Indian or Alaska Native, non-Hispanic",1029
"Asian or Pacific Islander, non-Hispanic",1035
Other Race,14889
"White, non-Hispanic",27674
Unknown,29953
Hispanic or Latino,59783
