Category,Coconino
Total_doses_administered,164181
Total_people_one_dose,85797
Total_people_complete,77357
total_pouluation,85797
Male-65 years and older,8824
Male-55-64 years,6011
Male-45-54 years,5459
Male-20-44 years,15973
Male-Less than 20 years,4137
Female-65 years and older,10045
Female-55-64 years,6803
Female-45-54 years,5603
Female-20-44 years,18236
Female-Less than 20 years,4452
"Black or African American, non-Hispanic",653
"Asian or Pacific Islander, non-Hispanic",1385
Hispanic or Latino,6150
Other Race,10550
Unknown,15128
"American Indian or Alaska Native, non-Hispanic",18699
"White, non-Hispanic",33232
