Category,La Paz
Total_doses_administered,14768
Total_people_one_dose,7996
Total_people_complete,7050
total_pouluation,7996
Male-65 years and older,2220
Male-55-64 years,578
Male-45-54 years,294
Male-20-44 years,586
Male-Less than 20 years,235
Female-65 years and older,2276
Female-55-64 years,676
Female-45-54 years,349
Female-20-44 years,527
Female-Less than 20 years,239
"Black or African American, non-Hispanic",32
"Asian or Pacific Islander, non-Hispanic",84
"American Indian or Alaska Native, non-Hispanic",349
Hispanic or Latino,1147
Other Race,1169
Unknown,1830
"White, non-Hispanic",3385
