Category,Apache
Total_doses_administered,23363
Total_people_one_dose,13149
Total_people_complete,11257
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1703
Male-55-64 years,909
Male-45-54 years,593
Male-20-44 years,1106
Male-Less than 20 years,2162
Female-65 years and older,1741
Female-55-64 years,1022
Female-45-54 years,643
Female-20-44 years,1019
Female-Less than 20 years,2242
"Asian or Pacific Islander, non-Hispanic",150
"Black or African American, non-Hispanic",241
Other Race,955
Unknown,959
Hispanic or Latino,1559
"White, non-Hispanic",2973
"American Indian or Alaska Native, non-Hispanic",6312
