Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6812822,23363,145515,115249,20199,8349,50247,17236,2831287,148304,61958,296222,899390,65942,183191,199804
Total_people_complete,3341364,11257,72304,57358,10135,4202,24985,8507,1413548,71057,30471,150941,452907,33289,88579,97127
Total_doses_ordered,5232260,16600,96258,87630,18830,9770,36570,18600,1541187,125800,40790,197055,609388,48042,165360,140268
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3740682,13149,79505,64628,11105,4732,27912,9431,1608200,84827,34952,168218,504508,36354,104560,112580
Male-65 years and older,507311,1703,7538,10498,1616,543,5775,3098,175440,20966,6173,29366,71656,3545,23507,15649
Male-55-64 years,287858,909,5883,5055,953,591,2559,676,120895,8034,2807,13200,35531,2556,8200,8511
Male-45-54 years,244970,593,5229,3597,810,485,1544,305,116714,3996,1934,11878,30142,2908,4637,7377
Male-20-44 years,567084,1106,15682,9095,1894,998,2972,483,263113,6528,3912,26265,72183,7054,8905,20788
Male-Less than 20 years,135825,2162,2713,2196,241,47,582,121,64666,951,2507,4445,17135,2097,1712,3817
Female-65 years and older,626201,1741,8625,12436,2032,521,6123,2994,228045,23383,6632,33713,94547,4289,29323,17722
Female-55-64 years,333337,1022,6605,6069,1087,407,2866,833,140390,9427,3113,14180,44273,2598,10554,9019
Female-45-54 years,270668,643,5438,4183,726,365,1657,339,130829,4245,1977,10689,35905,2755,5427,7621
Female-20-44 years,602484,1019,18227,9111,1452,729,3088,437,288207,6036,3246,19282,83669,6374,9073,17632
Female-Less than 20 years,145644,2242,3489,2297,283,44,686,131,68165,1110,2619,4609,18542,2111,1912,4121
"Black or African American, non-Hispanic",99616,241,560,1199,66,45,92,26,60640,572,196,4590,9552,29,507,614
"American Indian or Alaska Native, non-Hispanic",101284,6312,16419,308,921,84,5377,174,34477,844,9577,8055,10407,16,1035,1468
"Asian or Pacific Islander, non-Hispanic",144031,150,1180,1258,60,48,252,70,77461,1220,359,3090,12870,94,1352,678
Unknown,406325,959,16638,8603,3634,380,5261,2566,158144,14508,1846,34362,82773,2283,26695,32643
Hispanic or Latino,599089,1559,5353,15189,1814,2091,1227,964,277451,5624,1989,25730,114576,27288,6195,46609
Other Race,639725,955,9233,9956,868,127,4696,1068,248826,15402,7583,17942,63797,1971,16101,10061
"White, non-Hispanic",1750612,2973,30122,28115,3742,1957,11007,4563,751201,46657,13402,74449,210533,4673,52675,20507
