Category,Santa Cruz
Total_doses_administered,96654
Total_people_one_dose,50625
Total_people_complete,43176
total_pouluation,50625
Male-65 years and older,4497
Male-55-64 years,3116
Male-45-54 years,3259
Male-20-44 years,8705
Male-Less than 20 years,4736
Female-65 years and older,5413
Female-55-64 years,3373
Female-45-54 years,3512
Female-20-44 years,8833
Female-Less than 20 years,5105
"Black or African American, non-Hispanic",51
"American Indian or Alaska Native, non-Hispanic",53
"Asian or Pacific Islander, non-Hispanic",183
Unknown,2899
Other Race,3378
"White, non-Hispanic",7192
Hispanic or Latino,36869
