Category,Gila
Total_doses_administered,51137
Total_people_one_dose,25280
Total_people_complete,22548
total_pouluation,25280
Male-65 years and older,5675
Male-55-64 years,2194
Male-45-54 years,1228
Male-20-44 years,2325
Male-Less than 20 years,633
Female-65 years and older,6097
Female-55-64 years,2551
Female-45-54 years,1372
Female-20-44 years,2451
Female-Less than 20 years,696
"Black or African American, non-Hispanic",87
"Asian or Pacific Islander, non-Hispanic",198
Hispanic or Latino,1366
"American Indian or Alaska Native, non-Hispanic",2565
Other Race,3965
Unknown,4547
"White, non-Hispanic",12552
