Category,Graham
Total_doses_administered,40188
Total_people_one_dose,20231
Total_people_complete,18121
total_pouluation,20231
Male-65 years and older,2353
Male-55-64 years,1552
Male-45-54 years,1410
Male-20-44 years,3468
Male-Less than 20 years,989
Female-65 years and older,2846
Female-55-64 years,1697
Female-45-54 years,1373
Female-20-44 years,3462
Female-Less than 20 years,1069
"Asian or Pacific Islander, non-Hispanic",80
"Black or African American, non-Hispanic",87
Other Race,1269
Hispanic or Latino,3566
Unknown,3967
"American Indian or Alaska Native, non-Hispanic",5014
"White, non-Hispanic",6248
