Category,Arizona
Total_doses_administered,8744232
Total_people_complete,408391
total_pouluation,7189020
Total_people_one_dose,4408201
Male-65 years and older,546605
Male-55-64 years,317377
Male-45-54 years,286769
Male-20-44 years,707753
Male-Less than 20 years,221333
Female-65 years and older,667838
Female-55-64 years,362032
Female-45-54 years,309866
Female-20-44 years,739598
Female-Less than 20 years,229326
"Black or African American, non-Hispanic",132583
"Asian or Pacific Islander, non-Hispanic",166642
"American Indian or Alaska Native, non-Hispanic",178928
Unknown,402347
Other Race,643443
Hispanic or Latino,797671
"White, non-Hispanic",2086587
