Category,Maricopa
Total_doses_administered,2052469
Total_people_one_dose,1216997
Total_people_complete,965505
Total_doses_ordered,1465625
total_pouluation,4367835
Male-65 years and older,159258
Male-55-64 years,100205
Male-45-54 years,88461
Male-20-44 years,184985
Male-Less than 20 years,17101
Female-65 years and older,208594
Female-55-64 years,121105
Female-45-54 years,102744
Female-20-44 years,213446
Female-Less than 20 years,19285
"American Indian or Alaska Native, non-Hispanic",0.0209408897474686
"Black or African American, non-Hispanic",0.0326697600733609
"Asian or Pacific Islander, non-Hispanic",0.0467043057624629
Unknown,0.1269000663107633
Hispanic or Latino,0.1368532543629935
Other Race,0.1524030051019025
"White, non-Hispanic",0.4835287186410484
