Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7821996,35910,159678,128550,24163,9762,56627,18611,3417807,167786,82647,343389,1025239,74413,200731,233661
Total_people_complete,3755238,13389,78176,63180,11995,4730,27389,9137,1686941,79847,39368,175019,504982,37313,96607,111427
Total_doses_ordered,5422016,18600,110439,94500,21520,12630,38520,19400,1721227,136600,44665,202352,641256,49512,175366,153428
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4241911,20246,87328,71655,13434,5540,30678,10265,1933028,95231,46467,196161,569206,41237,114459,130705
Male-65 years and older,554344,2104,8322,11055,1733,576,6076,3213,205944,22451,7378,31647,77088,3699,24814,16415
Male-55-64 years,311646,1427,6256,5342,1052,637,2708,716,136104,8861,3767,14529,38459,2690,8860,9239
Male-45-54 years,276507,1117,5653,3993,968,566,1705,355,137584,4681,2724,13827,33797,3173,5253,8286
Male-20-44 years,669209,2761,17366,10542,2315,1233,3438,627,328210,8043,5819,33485,85681,8146,10470,24974
Male-Less than 20 years,179497,2611,3493,3011,507,130,868,205,92483,1560,3276,6726,23630,2854,2258,6428
Female-65 years and older,679840,2271,9410,13086,2189,546,6423,3110,262677,24980,8093,36170,100902,4478,30927,18548
Female-55-64 years,358109,1565,6951,6446,1215,428,3022,876,156623,10315,4059,15480,47227,2720,11280,9676
Female-45-54 years,301519,1146,5799,4562,885,403,1793,379,151643,4996,2705,12431,39419,2990,6124,8494
Female-20-44 years,703879,2568,19843,10471,1968,902,3589,542,355016,7504,5190,24580,97035,7538,10637,21429
Female-Less than 20 years,187534,2666,4138,3054,590,116,993,216,94739,1673,3420,6682,24971,2879,2520,6794
"Black or African American, non-Hispanic",118926,308,663,1370,80,50,100,36,75866,690,242,5837,11511,38,641,811
"American Indian or Alaska Native, non-Hispanic",127873,11831,18222,344,1135,104,6305,259,41867,993,16351,9423,12282,20,1195,1726
"Asian or Pacific Islander, non-Hispanic",156122,180,1324,1353,70,52,264,79,86869,1374,430,3516,14306,103,1503,805
Unknown,448995,1084,17219,9663,4220,528,5572,2731,187332,16219,2492,38750,84186,2403,27874,34299
Other Race,708027,1335,10033,10845,1016,152,5063,1171,296547,16451,8724,21277,73061,2087,17642,11767
Hispanic or Latino,732010,2022,6461,17529,2231,2414,1427,1175,358126,7022,2433,31553,137564,31609,7454,57522
"White, non-Hispanic",1949958,3486,33406,30551,4682,2240,11947,4814,886421,52482,15795,85805,236296,4977,58150,23775
