Category,Navajo
Total_doses_administered,82647
Total_people_one_dose,46467
Total_people_complete,39368
Total_doses_ordered,44665
total_pouluation,112825
Male-65 years and older,7378
Male-55-64 years,3767
Male-45-54 years,2724
Male-20-44 years,5819
Male-Less than 20 years,3276
Female-65 years and older,8093
Female-55-64 years,4059
Female-45-54 years,2705
Female-20-44 years,5190
Female-Less than 20 years,3420
"Black or African American, non-Hispanic",242
"Asian or Pacific Islander, non-Hispanic",430
Hispanic or Latino,2433
Unknown,2492
Other Race,8724
"White, non-Hispanic",15795
"American Indian or Alaska Native, non-Hispanic",16351
