Category,Coconino
Total_doses_administered,159678
Total_people_one_dose,87328
Total_people_complete,78176
Total_doses_ordered,110439
total_pouluation,147275
Male-65 years and older,8322
Male-55-64 years,6256
Male-45-54 years,5653
Male-20-44 years,17366
Male-Less than 20 years,3493
Female-65 years and older,9410
Female-55-64 years,6951
Female-45-54 years,5799
Female-20-44 years,19843
Female-Less than 20 years,4138
"Black or African American, non-Hispanic",663
"Asian or Pacific Islander, non-Hispanic",1324
Hispanic or Latino,6461
Other Race,10033
Unknown,17219
"American Indian or Alaska Native, non-Hispanic",18222
"White, non-Hispanic",33406
