Category,Graham
Total_doses_administered,24163
Total_people_one_dose,13434
Total_people_complete,11995
Total_doses_ordered,21520
total_pouluation,38476
Male-65 years and older,1733
Male-55-64 years,1052
Male-45-54 years,968
Male-20-44 years,2315
Male-Less than 20 years,507
Female-65 years and older,2189
Female-55-64 years,1215
Female-45-54 years,885
Female-20-44 years,1968
Female-Less than 20 years,590
"Asian or Pacific Islander, non-Hispanic",70
"Black or African American, non-Hispanic",80
Other Race,1016
"American Indian or Alaska Native, non-Hispanic",1135
Hispanic or Latino,2231
Unknown,4220
"White, non-Hispanic",4682
