Category,Arizona
Total_doses_administered,7821996
Total_people_complete,3755238
Total_doses_ordered,5422016
total_pouluation,7189020
Total_people_one_dose,4241911
Male-65 years and older,554344
Male-55-64 years,311646
Male-45-54 years,276507
Male-20-44 years,669209
Male-Less than 20 years,179497
Female-65 years and older,679840
Female-55-64 years,358109
Female-45-54 years,301519
Female-20-44 years,703879
Female-Less than 20 years,187534
"Black or African American, non-Hispanic",118926
"American Indian or Alaska Native, non-Hispanic",127873
"Asian or Pacific Islander, non-Hispanic",156122
Unknown,448995
Other Race,708027
Hispanic or Latino,732010
"White, non-Hispanic",1949958
