Category,Graham
Total_doses_administered,43376
Total_people_one_dose,21027
Total_people_complete,18485
total_pouluation,21027
Male-65 years and older,2399
Male-55-64 years,1586
Male-45-54 years,1438
Male-20-44 years,3568
Male-Less than 20 years,1140
Female-65 years and older,2907
Female-55-64 years,1721
Female-45-54 years,1421
Female-20-44 years,3608
Female-Less than 20 years,1227
"Asian or Pacific Islander, non-Hispanic",84
"Black or African American, non-Hispanic",93
Other Race,1300
Hispanic or Latino,3791
Unknown,4098
"American Indian or Alaska Native, non-Hispanic",5199
"White, non-Hispanic",6462
