Category,Santa Cruz
Total_doses_administered,108617
Total_people_one_dose,56160
Total_people_complete,44450
total_pouluation,56160
Male-65 years and older,4709
Male-55-64 years,3270
Male-45-54 years,3430
Male-20-44 years,9041
Male-Less than 20 years,6418
Female-65 years and older,5702
Female-55-64 years,3578
Female-45-54 years,3713
Female-20-44 years,9451
Female-Less than 20 years,6763
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",58
"Asian or Pacific Islander, non-Hispanic",186
Other Race,3501
Unknown,3837
"White, non-Hispanic",7529
Hispanic or Latino,40992
