Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9556480,60186,201906,161470,43376,9315,55409,17860,5537157,183170,98756,511914,1549180,108617,244096,308815
Total_people_complete,3928738,22612,81595,66758,18485,3761,22876,7520,2299540,76220,40413,219474,626577,44450,98707,126827
total_pouluation,7189020,29153,94226,80428,21027,4368,25971,8898,2636853,89834,48862,250997,725171,56160,117023,156235
Total_people_one_dose,4622339,29153,94226,80428,21027,4368,25971,8898,2636853,89834,48862,250997,725171,56160,117023,156235
Male-65 years and older,564997,2782,9403,11196,2399,516,5806,2402,285095,20877,7310,36824,91687,4709,25833,16437
Male-55-64 years,328522,2022,6346,5497,1586,369,2224,610,188176,8205,3573,18343,48111,3270,9162,10420
Male-45-54 years,296459,1621,5784,4308,1438,325,1255,327,182608,4272,2694,16778,41380,3430,5055,9174
Male-20-44 years,735774,3852,17102,11564,3568,786,2397,669,436886,7470,5783,38310,110878,9041,10201,27970
Male-Less than 20 years,259579,3967,6004,5329,1140,221,695,364,146220,1777,4317,12435,43051,6418,2893,12273
Female-65 years and older,687649,3341,10587,13127,2907,515,6204,2432,356252,23040,8245,42387,117952,5702,31514,19001
Female-55-64 years,373965,2180,7120,6526,1721,318,2595,737,211801,9556,4102,20659,57593,3578,11609,11125
Female-45-54 years,319531,1597,5866,4825,1421,327,1395,372,198006,4826,2706,17056,46922,3713,6004,10120
Female-20-44 years,769428,3744,19496,12258,3608,758,2570,599,467996,7658,5669,35200,121911,9451,10439,26375
Female-Less than 20 years,266528,4039,6251,5697,1227,231,772,368,149351,1975,4427,12254,44220,6763,3162,12748
"Black or African American, non-Hispanic",139368,59,784,1573,93,53,89,39,101886,613,204,9159,16397,58,553,830
"Asian or Pacific Islander, non-Hispanic",176282,133,1627,1469,84,43,204,89,133429,1355,357,5129,21873,186,1432,1209
"American Indian or Alaska Native, non-Hispanic",197865,22512,22441,359,5199,121,2651,526,51561,733,21259,9723,15095,57,1426,1161
Unknown,420025,1103,12556,9425,4098,314,4570,1830,176112,11486,2290,29586,65756,3837,18939,29022
Other Race,664381,1139,8652,11839,1300,90,4150,1172,426840,14359,6299,31014,90866,3501,17220,18721
Hispanic or Latino,857042,568,7094,22719,3791,1969,1427,1335,442263,7135,2479,40526,175177,40992,8066,70959
"White, non-Hispanic",2167376,3639,41072,33044,6462,1778,12880,3907,1304762,54153,15974,125860,340007,7529,69387,34333
