Category,Navajo
Total_doses_administered,98756
Total_people_one_dose,48862
Total_people_complete,40413
total_pouluation,48862
Male-65 years and older,7310
Male-55-64 years,3573
Male-45-54 years,2694
Male-20-44 years,5783
Male-Less than 20 years,4317
Female-65 years and older,8245
Female-55-64 years,4102
Female-45-54 years,2706
Female-20-44 years,5669
Female-Less than 20 years,4427
"Black or African American, non-Hispanic",204
"Asian or Pacific Islander, non-Hispanic",357
Unknown,2290
Hispanic or Latino,2479
Other Race,6299
"White, non-Hispanic",15974
"American Indian or Alaska Native, non-Hispanic",21259
