Category,La Paz
Total_doses_administered,17860
Total_people_one_dose,8898
Total_people_complete,7520
total_pouluation,8898
Male-65 years and older,2402
Male-55-64 years,610
Male-45-54 years,327
Male-20-44 years,669
Male-Less than 20 years,364
Female-65 years and older,2432
Female-55-64 years,737
Female-45-54 years,372
Female-20-44 years,599
Female-Less than 20 years,368
"Black or African American, non-Hispanic",39
"Asian or Pacific Islander, non-Hispanic",89
"American Indian or Alaska Native, non-Hispanic",526
Other Race,1172
Hispanic or Latino,1335
Unknown,1830
"White, non-Hispanic",3907
