Category,Apache
Total_doses_administered,44828
Total_people_one_dose,24700
Total_people_complete,17224
total_pouluation,24700
Male-65 years and older,2458
Male-55-64 years,1704
Male-45-54 years,1315
Male-20-44 years,3057
Male-Less than 20 years,3534
Female-65 years and older,2920
Female-55-64 years,1845
Female-45-54 years,1333
Female-20-44 years,2920
Female-Less than 20 years,3606
"Black or African American, non-Hispanic",50
"Asian or Pacific Islander, non-Hispanic",113
Hispanic or Latino,524
Other Race,1042
Unknown,1085
"White, non-Hispanic",3514
"American Indian or Alaska Native, non-Hispanic",18372
