Category,Yavapai
Total_doses_administered,228517
Total_people_one_dose,114080
Total_people_complete,96813
total_pouluation,114080
Male-65 years and older,25244
Male-55-64 years,8944
Male-45-54 years,4908
Male-20-44 years,9911
Male-Less than 20 years,2665
Female-65 years and older,30978
Female-55-64 years,11360
Female-45-54 years,5866
Female-20-44 years,10111
Female-Less than 20 years,2945
"Black or African American, non-Hispanic",526
"Asian or Pacific Islander, non-Hispanic",1363
"American Indian or Alaska Native, non-Hispanic",1377
Hispanic or Latino,7742
Other Race,16783
Unknown,19415
"White, non-Hispanic",66874
