Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8940871,44828,188033,148195,40685,8567,52361,16656,5215750,171438,91094,481382,1446927,99437,228517,284457
Total_people_complete,422544,17224,80586,65227,18197,3678,22619,7386,2270689,74765,39031,215830,619029,43336,96813,124209
total_pouluation,7189020,24700,91641,76704,20378,4197,25458,8514,2568863,87289,46520,243564,702730,52458,114080,148270
Total_people_one_dose,4469073,24700,91641,76704,20378,4197,25458,8514,2568863,87289,46520,243564,702730,52458,114080,148270
Male-65 years and older,550928,2458,9219,10869,2360,506,5705,2321,280458,20193,7117,35907,90055,4554,25244,15443
Male-55-64 years,320130,1704,6202,5292,1555,369,2201,590,184978,8004,3455,17962,47056,3166,8944,10038
Male-45-54 years,289185,1315,5673,4133,1413,322,1234,314,179230,4157,2571,16451,40466,3298,4908,8937
Male-20-44 years,715184,3057,16733,11153,3493,763,2342,645,427094,7242,5518,37188,108212,8799,9911,27081
Male-Less than 20 years,234478,3534,5501,4645,1009,176,654,308,133658,1656,3895,11278,38391,5379,2665,10849
Female-65 years and older,672415,2920,10424,12840,2853,506,6120,2356,350919,22537,7998,41462,116092,5491,30978,17924
Female-55-64 years,364959,1845,7016,6341,1697,317,2570,705,208451,9359,3979,20255,56452,3427,11360,10714
Female-45-54 years,312379,1333,5777,4651,1381,319,1379,362,194723,4717,2580,16751,45975,3558,5866,9828
Female-20-44 years,747626,2920,19054,11773,3502,734,2480,574,457779,7383,5382,34347,118824,9028,10111,25566
Female-Less than 20 years,242063,3606,5780,4908,1103,183,715,321,137139,1866,3990,11217,39762,5681,2945,11357
"Black or African American, non-Hispanic",134455,50,757,1506,88,46,87,37,98549,585,195,8863,15759,54,526,793
"Asian or Pacific Islander, non-Hispanic",169799,113,1533,1418,80,42,200,87,128985,1302,339,4951,21124,183,1363,1161
"American Indian or Alaska Native, non-Hispanic",183619,18372,21642,340,5061,111,2588,477,49592,694,19711,9102,14622,56,1377,1136
Unknown,408260,1085,12890,8961,3978,293,4548,1752,170239,11393,2134,28838,65707,3329,19415,28157
Other Race,648684,1042,8428,11528,1274,83,4009,1126,419677,14064,6132,30323,88277,3397,16783,17141
Hispanic or Latino,814800,524,6818,20744,3599,1882,1388,1252,424315,6821,2365,39079,166089,38121,7742,67366
"White, non-Hispanic",2109456,3514,39573,32207,6298,1740,12638,3783,1277506,52430,15644,122408,331152,7318,66874,32516
