Category,Arizona
Total_doses_administered,8940871
Total_people_complete,422544
total_pouluation,7189020
Total_people_one_dose,4469073
Male-65 years and older,550928
Male-55-64 years,320130
Male-45-54 years,289185
Male-20-44 years,715184
Male-Less than 20 years,234478
Female-65 years and older,672415
Female-55-64 years,364959
Female-45-54 years,312379
Female-20-44 years,747626
Female-Less than 20 years,242063
"Black or African American, non-Hispanic",134455
"Asian or Pacific Islander, non-Hispanic",169799
"American Indian or Alaska Native, non-Hispanic",183619
Unknown,408260
Other Race,648684
Hispanic or Latino,814800
"White, non-Hispanic",2109456
