Category,Cochise
Total_doses_administered,148195
Total_people_one_dose,76704
Total_people_complete,65227
total_pouluation,76704
Male-65 years and older,10869
Male-55-64 years,5292
Male-45-54 years,4133
Male-20-44 years,11153
Male-Less than 20 years,4645
Female-65 years and older,12840
Female-55-64 years,6341
Female-45-54 years,4651
Female-20-44 years,11773
Female-Less than 20 years,4908
"American Indian or Alaska Native, non-Hispanic",340
"Asian or Pacific Islander, non-Hispanic",1418
"Black or African American, non-Hispanic",1506
Unknown,8961
Other Race,11528
Hispanic or Latino,20744
"White, non-Hispanic",32207
