date,hospitalizations
2021-02-26,16
2021-02-25,50
2021-02-24,73
2021-02-23,96
2021-02-22,88
2021-02-21,82
2021-02-20,82
2021-02-19,100
2021-02-18,130
2021-02-17,106
2021-02-16,137
2021-02-15,136
2021-02-14,107
2021-02-13,129
2021-02-12,161
2021-02-11,169
2021-02-10,194
2021-02-09,177
2021-02-08,208
2021-02-07,155
2021-02-06,164
2021-02-05,205
2021-02-04,208
2021-02-03,254
2021-02-02,249
2021-02-01,291
2021-01-31,216
2021-01-30,266
2021-01-29,324
2021-01-28,274
2021-01-27,359
2021-01-26,353
2021-01-25,383
2021-01-24,315
2021-01-23,347
2021-01-22,356
2021-01-21,434
2021-01-20,417
2021-01-19,467
2021-01-18,446
2021-01-17,370
2021-01-16,432
2021-01-15,444
2021-01-14,472
2021-01-13,483
2021-01-12,488
2021-01-11,486
2021-01-10,448
2021-01-09,483
2021-01-08,585
2021-01-07,543
2021-01-06,510
2021-01-05,554
2021-01-04,570
2021-01-03,482
2021-01-02,495
2021-01-01,515
2020-12-31,492
2020-12-30,467
2020-12-29,500
2020-12-28,496
2020-12-27,467
2020-12-26,452
2020-12-25,407
2020-12-24,416
2020-12-23,475
2020-12-22,466
2020-12-21,515
2020-12-20,433
2020-12-19,410
2020-12-18,398
2020-12-17,441
2020-12-16,406
2020-12-15,430
2020-12-14,462
2020-12-13,331
2020-12-12,323
2020-12-11,333
2020-12-10,321
2020-12-09,417
2020-12-08,402
2020-12-07,466
2020-12-06,346
2020-12-05,324
2020-12-04,342
2020-12-03,324
2020-12-02,376
2020-12-01,346
2020-11-30,342
2020-11-29,293
2020-11-28,312
2020-11-27,284
2020-11-26,226
2020-11-25,277
2020-11-24,275
2020-11-23,296
2020-11-22,231
2020-11-21,233
2020-11-20,214
2020-11-19,234
2020-11-18,202
2020-11-17,227
2020-11-16,191
2020-11-15,150
2020-11-14,184
2020-11-13,177
2020-11-12,139
2020-11-11,149
2020-11-10,143
2020-11-09,134
2020-11-08,109
2020-11-07,100
2020-11-06,135
2020-11-05,140
2020-11-04,111
2020-11-03,95
2020-11-02,105
2020-11-01,86
2020-10-31,94
2020-10-30,99
2020-10-29,88
2020-10-28,93
2020-10-27,90
2020-10-26,84
2020-10-25,66
2020-10-24,71
2020-10-23,78
2020-10-22,77
2020-10-21,76
2020-10-20,78
2020-10-19,80
2020-10-18,52
2020-10-17,55
2020-10-16,62
2020-10-15,60
2020-10-14,55
2020-10-13,55
2020-10-12,65
2020-10-11,53
2020-10-10,47
2020-10-09,50
2020-10-08,43
2020-10-07,50
2020-10-06,46
2020-10-05,50
2020-10-04,41
2020-10-03,41
2020-10-02,41
2020-10-01,37
2020-09-30,39
2020-09-29,29
2020-09-28,44
2020-09-27,41
2020-09-26,34
2020-09-25,29
2020-09-24,35
2020-09-23,25
2020-09-22,30
2020-09-21,34
2020-09-20,31
2020-09-19,21
2020-09-18,23
2020-09-17,31
2020-09-16,22
2020-09-15,25
2020-09-14,30
2020-09-13,16
2020-09-12,20
2020-09-11,24
2020-09-10,22
2020-09-09,24
2020-09-08,28
2020-09-07,29
2020-09-06,33
2020-09-05,25
2020-09-04,28
2020-09-03,28
