Category,Yuma
Total_doses_administered,101191
Total_people_one_dose,69935
Total_people_complete,34472
Total_doses_ordered,92520
total_pouluation,229957
Male-65 years and older,13257
Male-55-64 years,5806
Male-45-54 years,4450
Male-20-44 years,9591
Male-Less than 20 years,601
Female-65 years and older,15004
Female-55-64 years,6421
Female-45-54 years,4747
Female-20-44 years,9263
Female-Less than 20 years,732
"American Indian or Alaska Native, non-Hispanic",0.001314604975494
"Black or African American, non-Hispanic",0.003043596301959
"Asian or Pacific Islander, non-Hispanic",0.0057299629910121
"Other Race, non-Hispanic",0.0798479630767472
"White, non-Hispanic",0.1917322778389037
Hispanic or Latino,0.3390823485703671
"Unknown, non-Hispanic",0.3792492462455168
