Category,Arizona
Total_doses_administered,10865945
Total_people_complete,4247192
total_pouluation,7189020
Total_people_one_dose,4978648
Male-65 years and older,594177
Male-55-64 years,344709
Male-45-54 years,313076
Male-20-44 years,790658
Male-Less than 20 years,318369
Female-65 years and older,720690
Female-55-64 years,391422
Female-45-54 years,336862
Female-20-44 years,826053
Female-Less than 20 years,322763
"Black or African American, non-Hispanic",153602
"Asian or Pacific Islander, non-Hispanic",191293
"American Indian or Alaska Native, non-Hispanic",224522
Unknown,448510
Other Race,693998
Hispanic or Latino,975546
"White, non-Hispanic",2291177
