Category,Navajo
Total_doses_administered,120937
Total_people_one_dose,55565
Total_people_complete,47238
total_pouluation,55565
Male-65 years and older,7779
Male-55-64 years,3931
Male-45-54 years,3013
Male-20-44 years,6845
Male-Less than 20 years,5454
Female-65 years and older,8819
Female-55-64 years,4444
Female-45-54 years,3041
Female-20-44 years,6709
Female-Less than 20 years,5492
"Black or African American, non-Hispanic",229
"Asian or Pacific Islander, non-Hispanic",420
Unknown,2611
Hispanic or Latino,2836
Other Race,6534
"White, non-Hispanic",16664
"American Indian or Alaska Native, non-Hispanic",26271
