Category,Yavapai
Total_doses_administered,217230
Total_people_one_dose,111618
Total_people_complete,95575
total_pouluation,111618
Male-65 years and older,24763
Male-55-64 years,8838
Male-45-54 years,4833
Male-20-44 years,9728
Male-Less than 20 years,2264
Female-65 years and older,30563
Female-55-64 years,11239
Female-45-54 years,5767
Female-20-44 years,9893
Female-Less than 20 years,2582
"Black or African American, non-Hispanic",496
"American Indian or Alaska Native, non-Hispanic",1260
"Asian or Pacific Islander, non-Hispanic",1279
Hispanic or Latino,7453
Other Race,17363
Unknown,23764
"White, non-Hispanic",60003
