Category,Navajo
Total_doses_administered,86879
Total_people_one_dose,44711
Total_people_complete,38666
total_pouluation,44711
Male-65 years and older,7025
Male-55-64 years,3414
Male-45-54 years,2526
Male-20-44 years,5412
Male-Less than 20 years,3261
Female-65 years and older,7924
Female-55-64 years,3922
Female-45-54 years,2525
Female-20-44 years,5250
Female-Less than 20 years,3417
"Black or African American, non-Hispanic",189
"Asian or Pacific Islander, non-Hispanic",358
Hispanic or Latino,2292
Unknown,2702
Other Race,7650
"White, non-Hispanic",14135
"American Indian or Alaska Native, non-Hispanic",17385
