Category,Maricopa
Total_doses_administered,5022352
Total_people_one_dose,2502654
Total_people_complete,2251729
total_pouluation,2502654
Male-65 years and older,277764
Male-55-64 years,183107
Male-45-54 years,177213
Male-20-44 years,420942
Male-Less than 20 years,113448
Female-65 years and older,347716
Female-55-64 years,206528
Female-45-54 years,192780
Female-20-44 years,451229
Female-Less than 20 years,117503
"American Indian or Alaska Native, non-Hispanic",46260
"Black or African American, non-Hispanic",91386
"Asian or Pacific Islander, non-Hispanic",119268
Unknown,194392
Hispanic or Latino,406966
Other Race,447706
"White, non-Hispanic",1196676
