Category,Apache
Total_doses_administered,40900
Total_people_one_dose,22231
Total_people_complete,16925
total_pouluation,22231
Male-65 years and older,2358
Male-55-64 years,1617
Male-45-54 years,1239
Male-20-44 years,2911
Male-Less than 20 years,2736
Female-65 years and older,2798
Female-55-64 years,1752
Female-45-54 years,1257
Female-20-44 years,2738
Female-Less than 20 years,2817
"Black or African American, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",113
Hispanic or Latino,501
Other Race,1249
Unknown,1510
"White, non-Hispanic",3293
"American Indian or Alaska Native, non-Hispanic",15517
