Category,Arizona
Total_doses_administered,8561235
Total_people_complete,394291
total_pouluation,7189020
Total_people_one_dose,4326788
Male-65 years and older,542477
Male-55-64 years,315523
Male-45-54 years,284934
Male-20-44 years,702185
Male-Less than 20 years,194259
Female-65 years and older,663385
Female-55-64 years,359892
Female-45-54 years,307972
Female-20-44 years,733545
Female-Less than 20 years,202967
"Black or African American, non-Hispanic",123623
"Asian or Pacific Islander, non-Hispanic",156673
"American Indian or Alaska Native, non-Hispanic",165413
Unknown,469699
Other Race,685684
Hispanic or Latino,772516
"White, non-Hispanic",1953180
