Category,Coconino
Total_doses_administered,178818
Total_people_one_dose,88445
Total_people_complete,79997
total_pouluation,88445
Male-65 years and older,9110
Male-55-64 years,6140
Male-45-54 years,5607
Male-20-44 years,16484
Male-Less than 20 years,4380
Female-65 years and older,10298
Female-55-64 years,6961
Female-45-54 years,5721
Female-20-44 years,18789
Female-Less than 20 years,4696
"Black or African American, non-Hispanic",683
"Asian or Pacific Islander, non-Hispanic",1448
Hispanic or Latino,6455
Other Race,10257
Unknown,14961
"American Indian or Alaska Native, non-Hispanic",19368
"White, non-Hispanic",35273
