Category,Santa Cruz
Total_doses_administered,91630
Total_people_one_dose,47857
Total_people_complete,42813
total_pouluation,47857
Male-65 years and older,4438
Male-55-64 years,3060
Male-45-54 years,3202
Male-20-44 years,8565
Male-Less than 20 years,3783
Female-65 years and older,5333
Female-55-64 years,3312
Female-45-54 years,3395
Female-20-44 years,8547
Female-Less than 20 years,4156
"American Indian or Alaska Native, non-Hispanic",48
"Black or African American, non-Hispanic",51
"Asian or Pacific Islander, non-Hispanic",176
Unknown,2933
Other Race,3153
"White, non-Hispanic",6807
Hispanic or Latino,34689
