Category,Cochise
Total_doses_administered,137477
Total_people_one_dose,72275
Total_people_complete,64342
total_pouluation,72275
Male-65 years and older,10623
Male-55-64 years,5152
Male-45-54 years,3998
Male-20-44 years,10825
Male-Less than 20 years,3399
Female-65 years and older,12610
Female-55-64 years,6212
Female-45-54 years,4497
Female-20-44 years,11310
Female-Less than 20 years,3555
"American Indian or Alaska Native, non-Hispanic",314
"Asian or Pacific Islander, non-Hispanic",1350
"Black or African American, non-Hispanic",1394
Unknown,9600
Other Race,11510
Hispanic or Latino,18054
"White, non-Hispanic",30053
