Category,Pinal
Total_doses_administered,457267
Total_people_one_dose,236457
Total_people_complete,212570
total_pouluation,236457
Male-65 years and older,35362
Male-55-64 years,17720
Male-45-54 years,16156
Male-20-44 years,36107
Male-Less than 20 years,9703
Female-65 years and older,40930
Female-55-64 years,20019
Female-45-54 years,16490
Female-20-44 years,33504
Female-Less than 20 years,9721
"Asian or Pacific Islander, non-Hispanic",4603
"Black or African American, non-Hispanic",8122
"American Indian or Alaska Native, non-Hispanic",8363
Other Race,30942
Unknown,32108
Hispanic or Latino,37327
"White, non-Hispanic",114992
