Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8452635,40022,175778,137477,38928,8116,49079,15661,4969258,161912,85865,457267,1355309,91630,213096,266569
Total_people_complete,386668,16821,79773,64342,17961,3641,22373,7264,2244241,73455,38530,212570,611494,42813,95163,122366
total_pouluation,7189020,21896,87785,72275,19837,4101,24920,8241,2491166,84949,44476,236457,674016,47857,110917,139568
Total_people_one_dose,4300182,21896,87785,72275,19837,4101,24920,8241,2491166,84949,44476,236457,674016,47857,110917,139568
Male-65 years and older,539410,2329,9071,10623,2340,500,5613,2273,276796,19680,6992,35362,88475,4438,24573,15063
Male-55-64 years,314152,1600,6117,5152,1542,371,2175,586,182548,7853,3411,17720,46273,3060,8794,9826
Male-45-54 years,283575,1210,5583,3998,1399,315,1223,307,176487,4053,2505,16156,39715,3202,4816,8762
Male-20-44 years,698028,2866,16398,10825,3431,762,2299,625,418787,7025,5380,36107,105718,8565,9655,26261
Male-Less than 20 years,191544,2715,4232,3399,854,145,569,254,112409,1461,3241,9703,29667,3783,2251,8172
Female-65 years and older,660083,2735,10268,12610,2827,502,6041,2321,346564,22121,7895,40930,114410,5333,30383,17533
Female-55-64 years,358435,1726,6924,6212,1682,317,2530,688,205934,9207,3896,20019,55660,3312,11205,10456
Female-45-54 years,306523,1232,5703,4497,1360,313,1364,357,192061,4603,2512,16490,45190,3395,5736,9608
Female-20-44 years,728681,2685,18678,11310,3436,725,2411,552,448747,7110,5211,33504,116103,8547,9795,24673
Female-Less than 20 years,200116,2790,4553,3555,954,149,637,261,116414,1662,3398,9721,31369,4156,2561,8701
"Black or African American, non-Hispanic",122417,48,673,1394,83,42,78,32,90572,535,187,8122,13782,51,492,704
"Asian or Pacific Islander, non-Hispanic",155506,111,1420,1350,89,41,199,85,118531,1205,360,4603,19087,176,1268,1066
"American Indian or Alaska Native, non-Hispanic",163620,15213,19219,314,4753,103,2399,383,45911,643,17263,8363,13180,48,1244,1062
Unknown,472735,1506,15153,9600,4197,310,5059,1896,195322,13243,2689,32108,82518,2933,24224,30210
Other Race,683878,1245,10305,11510,1520,112,4430,1178,447119,15004,7707,30942,94104,3153,17257,15690
Hispanic or Latino,765286,494,6359,18054,3488,1829,1344,1193,403939,6546,2282,37327,155300,34689,7389,61991
"White, non-Hispanic",1936740,3279,34656,30053,5707,1664,11411,3474,1189772,47773,13988,114992,296045,6807,59043,28845
